genre_1,genre_2,cosine_distance
dance pop,alternative r&b,0.04864758260665614
dance pop,new wave pop,0.06950883430013599
dance pop,pop punk,0.013989476038379856
dance pop,trap,0.053160008945843606
dance pop,quiet storm,0.09272260536573484
dance pop,progressive house,0.04214663880260683
dance pop,r&b,0.31750467897963774
dance pop,art rock,0.005643618553635599
dance pop,contemporary country,0.005667997148986803
dance pop,post-teen pop,0.48282596901029473
dance pop,swedish pop,0.02292141291772054
dance pop,indie soul,0.011563495121662215
dance pop,art pop,0.08499174377144403
dance pop,southern hip hop,0.08263686767584089
dance pop,neo soul,0.16088895622091348
dance pop,country,0.011946314428672777
dance pop,dance rock,0.024185083182313383
dance pop,house,0.06650897875136197
dance pop,europop,0.20710926731687873
dance pop,motown,0.009374542269853015
dance pop,electronica,0.018898879872961016
dance pop,vapor soul,0.016052377677696184
dance pop,neo mellow,0.04519846147055684
dance pop,disco,0.022599230735278475
dance pop,hip pop,0.27843090273244964
dance pop,gangster rap,0.03964262486253256
dance pop,indie r&b,0.00993993443662955
dance pop,country road,0.006706464668757461
dance pop,chill r&b,0.013883700878567495
dance pop,new jack swing,0.1362537395266873
dance pop,new wave,0.013974742515557637
dance pop,alternative dance,0.038557585378079184
dance pop,electronic trap,0.014259003671598602
dance pop,indie cafe pop,0.04732438206206524
dance pop,escape room,0.09603057099907497
dance pop,acoustic pop,0.007584741045741361
dance pop,indie electropop,0.02654659366009493
dance pop,dance-punk,0.015228622596829333
dance pop,progressive electro house,0.07233595733493925
dance pop,lilith,0.023023513257868
dance pop,post-disco,0.011604222023011812
dance pop,new rave,0.039157317477631626
dance pop,new romantic,0.02359208068127916
dance pop,pop r&b,0.1303004983082272
dance pop,shimmer pop,0.015860782332953405
dance pop,hardcore hip hop,0.007930391166476647
dance pop,latin,0.04399155443224567
dance pop,dream pop,0.004070020587844225
dance pop,chillwave,0.012210061763532676
dance pop,viral pop,0.1062961355916836
dance pop,deep house,0.012434118282549811
dance pop,permanent wave,0.02510174625674666
dance pop,metropopolis,0.08869685939836236
dance pop,indie anthem-folk,0.004244113650159309
dance pop,trance,0.004244113650159309
dance pop,uk pop,0.10662168464759503
dance pop,afropop,0.004307304922539501
dance pop,trap latino,0.008885291622444558
dance pop,dancehall,0.004466467139148
dance pop,la pop,0.004490675810442379
dance pop,show tunes,0.008981351620884759
dance pop,indietronica,0.026944054862654165
dance pop,deep groove house,0.013545847312307457
dance pop,atl hip hop,0.06848601129649212
dance pop,australian pop,0.036732819801898575
dance pop,hollywood,0.018687712576220816
dance pop,bass house,0.004699654963998379
dance pop,reggaeton,0.00945576274744997
dance pop,east coast hip hop,0.019026490234629323
dance pop,electra,0.014447139909926632
dance pop,drum and bass,0.004846096653948306
dance pop,tropical,0.01463118732854829
dance pop,uk contemporary r&b,0.024868236565099733
dance pop,uk hip hop,0.004973647313019969
dance pop,latin pop,0.049736473130199355
dance pop,dirty south rap,0.035289233662029296
dance pop,chamber psych,0.005041319094575614
dance pop,trap queen,0.040609660258211555
dance pop,norwegian pop,0.02555915239158979
dance pop,uk dance,0.05623013526149745
dance pop,grime,0.020592856290184258
dance pop,liquid funk,0.01037077155200894
dance pop,country dawn,0.0212077034007202
dance pop,brostep,0.010768262306348753
dance pop,hip house,0.038291979053374225
dance pop,desi pop,0.005470282721910635
dance pop,canadian pop,0.07111367538483782
dance pop,deep tropical house,0.016544816496046777
dance pop,synthpop,0.016682120232032638
dance pop,brooklyn indie,0.005655768446177878
dance pop,eurodance,0.04524614756942258
dance pop,big room,0.04524614756942258
dance pop,bubblegum dance,0.11410329483298165
dance pop,hyperpop,0.051346482674841765
dance pop,cali rap,0.005755878314467
dance pop,reggae fusion,0.005755878314467
dance pop,conscious hip hop,0.005755878314467
dance pop,canadian contemporary r&b,0.011615937545453425
dance pop,boy band,0.17423906318180182
dance pop,trip hop,0.017584498711333274
dance pop,vocal house,0.023445998281777625
dance pop,pixie,0.005916538332589871
dance pop,downtempo,0.005916538332589871
dance pop,danish pop,0.011833076665179743
dance pop,social media pop,0.08874807498884807
dance pop,swedish indie pop,0.005916538332589871
dance pop,british soul,0.04222003309207489
dance pop,nyc pop,0.012182898077463422
dance pop,slap house,0.024868236565099733
dance pop,piano rock,0.012434118282549811
dance pop,disco house,0.024868236565099733
dance pop,deconstructed club,0.012565699918101192
dance pop,nu disco,0.0063507746353483885
dance pop,filter house,0.025403098541393554
dance pop,experimental pop,0.012841902142156969
dance pop,neon pop punk,0.01948051948051943
dance pop,canadian electronic,0.00649350649350644
dance pop,vapor pop,0.006646315788560453
dance pop,australian dance,0.026585263154242034
dance pop,german techno,0.013292631577121017
dance pop,movie tunes,0.006646315788560453
dance pop,chicago rap,0.020180640400629057
dance pop,big beat,0.013453760267086001
dance pop,swedish electropop,0.04086268239623969
dance pop,scandipop,0.013620894132079897
pop,pop dance,0.3603598961127614
pop,edm,0.11531689232625986
pop,modern rock,0.07173031011640041
pop,rap,0.03662228665037581
pop,electropop,0.36361241149165946
pop,pop rock,0.1319251221076474
pop,pop rap,0.18165379751045418
pop,hip hop,0.028471453661323087
pop,electro house,0.04527481249737031
pop,stomp and holler,0.0074567366191105044
pop,modern alternative rock,0.0301123783050683
pop,soft rock,0.002509364858755636
pop,urban contemporary,0.1463550904563018
pop,indie pop,0.06778998462721375
pop,tropical house,0.17126209318382613
pop,indie poptimism,0.19209632844504632
pop,pop edm,0.04315977872173049
pop,soul,0.002781148959760449
pop,alternative r&b,0.09177791567209537
pop,new wave pop,0.008583348433681803
pop,pop punk,0.01727500517755376
pop,trap,0.014395837647961485
pop,progressive house,0.008674180047130164
pop,r&b,0.16191802754642914
pop,contemporary country,0.01749791768942588
pop,post-teen pop,0.5143868512604467
pop,swedish pop,0.020638823130694983
pop,indie soul,0.011899387650955995
pop,art pop,0.051269980780182856
pop,southern hip hop,0.015185227803867885
pop,neo soul,0.058253438683171344
pop,country,0.006146663482422654
pop,house,0.02799855379106575
pop,europop,0.04387873985650559
pop,vapor soul,0.0462522529348558
pop,neo mellow,0.11295618726131296
pop,hip pop,0.0832903111171257
pop,gangster rap,0.003399512544849048
pop,indie r&b,0.02045733263898164
pop,country road,0.006901271805916931
pop,chill r&b,0.08929368729231912
pop,new jack swing,0.003595169037676982
pop,electronic trap,0.011004895822127159
pop,indie cafe pop,0.22851090273573182
pop,escape room,0.08361695254710466
pop,indiecoustica,0.01921698683789319
pop,acoustic pop,0.027317710212210855
pop,indie electropop,0.08975819069726432
pop,progressive electro house,0.015670978520180512
pop,vapor twitch,0.00786627715574617
pop,lilith,0.007897430850558607
pop,modern country rock,0.0040462292551621815
pop,pop r&b,0.08126389302789627
pop,shimmer pop,0.004080375255092417
pop,latin,0.04115400577812489
pop,chillwave,0.004188245181286354
pop,viral pop,0.1472474097492733
pop,folk-pop,0.02113074312594032
pop,deep house,0.0042651001271730715
pop,permanent wave,0.004305148894319544
pop,metropopolis,0.09127329603194789
pop,indie anthem-folk,0.017469580962023334
pop,trance,0.004367395240505889
pop,singer-songwriter,0.004367395240505889
pop,uk pop,0.157995065657085
pop,trap latino,0.004571694297219597
pop,dancehall,0.004596207579092182
pop,la pop,0.02772671673452154
pop,show tunes,0.009242238911507217
pop,indietronica,0.05083231401328958
pop,atl hip hop,0.02819014799627717
pop,nu gaze,0.0046983579993795654
pop,australian pop,0.056699733653626794
pop,chamber pop,0.004779603640081009
pop,hollywood,0.024038183731915352
pop,reggaeton,0.004865215286708358
pop,electra,0.004955598528734506
pop,tropical,0.010037459435022766
pop,uk contemporary r&b,0.02559060076303854
pop,latin pop,0.04606308137346937
pop,trap queen,0.04701293556054165
pop,norwegian pop,0.026301586080806683
pop,uk dance,0.036822220513129444
pop,texas country,0.010672018246946968
pop,liquid funk,0.00533600912347354
pop,country dawn,0.010911868829300508
pop,brostep,0.016621582769172583
pop,la indie,0.0055843269083818425
pop,hip house,0.005629181660344318
pop,desi pop,0.005629181660344318
pop,canadian pop,0.06755017992413115
pop,deep tropical house,0.005675134926163339
pop,brooklyn indie,0.011640110623481026
pop,eurodance,0.005820055311740457
pop,big room,0.011640110623481026
pop,bubblegum dance,0.011741772908482107
pop,hyperpop,0.05283797808816937
pop,sad rap,0.005923073137918955
pop,trap soul,0.01184614627583791
pop,cali rap,0.005923073137918955
pop,canadian contemporary r&b,0.053790090321108375
pop,boy band,0.05976676702345374
pop,trip hop,0.006031762444727362
pop,vocal house,0.006031762444727362
pop,pop emo,0.006031762444727362
pop,pixie,0.012176799908764635
pop,downtempo,0.006088399954382262
pop,bedroom pop,0.042618799680676056
pop,danish pop,0.012176799908764635
pop,social media pop,0.1400331989507928
pop,swedish indie pop,0.006088399954382262
pop,british soul,0.018619897053356427
pop,nyc pop,0.031341957040361135
pop,slap house,0.019192950572278877
pop,piano rock,0.012795300381519215
pop,modern indie pop,0.012930704156303485
pop,neon pop punk,0.006682127692991813
pop,vapor pop,0.013678751482429474
pop,australian dance,0.0205181272236441
pop,german techno,0.006839375741214737
pop,chicago rap,0.013844560584557408
pop,swedish electropop,0.04204964789407539
pop,scandipop,0.02102482394703764
pop,baroque pop,0.014016549298025094
pop,ninja,0.007008274649012547
pop dance,edm,0.4561033297987578
pop dance,modern rock,0.004894718041204005
pop dance,rap,0.002499024009332329
pop dance,electropop,0.22795124108870946
pop dance,pop rock,0.038581196362187486
pop dance,pop rap,0.10818025484439009
pop dance,hip hop,0.005180877750534774
pop dance,electro house,0.3017908041768753
pop dance,modern alternative rock,0.0027397363097821925
pop dance,urban contemporary,0.04205030880785565
pop dance,indie pop,0.011386680435195973
pop dance,tropical house,0.5091738733315031
pop dance,indie poptimism,0.08738819642288886
pop dance,pop edm,0.28273229173549985
pop dance,alternative r&b,0.012145885858538485
pop dance,new wave pop,0.003123780011665356
pop dance,progressive house,0.20519439234942993
pop dance,r&b,0.0315683680537584
pop dance,post-teen pop,0.2776140213549494
pop dance,swedish pop,0.028971724875511584
pop dance,indie soul,0.0064959035944385235
pop dance,art pop,0.03622028573595659
pop dance,southern hip hop,0.0033158605725593926
pop dance,neo soul,0.013389763639158003
pop dance,house,0.3600343260195733
pop dance,europop,0.06159473197462395
pop dance,electronica,0.007077750593915688
pop dance,vapor soul,0.03607030461248373
pop dance,neo mellow,0.01450895229170257
pop dance,hip pop,0.029099760612258718
pop dance,new jack swing,0.00392522239958859
pop dance,alternative dance,0.011814595130394179
pop dance,electronic trap,0.060075984096234714
pop dance,indie cafe pop,0.02044994051120963
pop dance,future bass,0.03295615268601959
pop dance,progressive trance,0.012403579472873627
pop dance,escape room,0.04149699116225225
pop dance,indie electropop,0.025564803428481664
pop dance,dance-punk,0.004277411942682163
pop dance,progressive electro house,0.26947695238897973
pop dance,vapor twitch,0.02147109563522598
pop dance,new rave,0.004399399259052972
pop dance,pop r&b,0.013308644872382924
pop dance,latin,0.00898642726504284
pop dance,viral pop,0.036746379852492184
pop dance,deep house,0.1257297201511003
pop dance,metropopolis,0.0616897123424911
pop dance,uplifting trance,0.009536685171814274
pop dance,indie anthem-folk,0.004768342585907082
pop dance,trance,0.02861005551544271
pop dance,uk pop,0.1006248558759607
pop dance,afropop,0.004839339184958269
pop dance,dubstep,0.009727437763497493
pop dance,trap latino,0.004991397253218621
pop dance,dancehall,0.005018160969217811
pop dance,la pop,0.015136079618625287
pop dance,indietronica,0.015136079618625287
pop dance,deep groove house,0.2587233002546442
pop dance,atl hip hop,0.010259378553374998
pop dance,australian pop,0.03611127033223083
pop dance,bass house,0.04752136741850821
pop dance,reggaeton,0.005311864844760539
pop dance,electra,0.021642182767490303
pop dance,drum and bass,0.01633404589642129
pop dance,uk contemporary r&b,0.01676396268681335
pop dance,uk hip hop,0.0335279253736267
pop dance,latin pop,0.0055879875622710795
pop dance,tech house,0.01676396268681335
pop dance,gaming edm,0.01117597512454227
pop dance,bass trap,0.022502470133273555
pop dance,trap queen,0.017109647770728875
pop dance,norwegian pop,0.028716194912436377
pop dance,uk dance,0.2527025152294399
pop dance,grime,0.04048881650894576
pop dance,liquid funk,0.017477639284577795
pop dance,euphoric hardstyle,0.006002461513934576
pop dance,brostep,0.042344217868384826
pop dance,hip house,0.018437900732600987
pop dance,canadian pop,0.030729834554334978
pop dance,deep tropical house,0.142511194741184
pop dance,new french touch,0.024784555607162417
pop dance,eurodance,0.031771818288757414
pop dance,big room,0.15885909144378696
pop dance,bubblegum dance,0.03204930668645001
pop dance,hyperpop,0.03204930668645001
pop dance,trap soul,0.006466839003037017
pop dance,canadian contemporary r&b,0.006525363625823677
pop dance,boy band,0.013050727251647354
pop dance,vocal house,0.0724405714719133
pop dance,sky room,0.01975651949234003
pop dance,dutch pop,0.0066473435958486204
pop dance,danish pop,0.0066473435958486204
pop dance,social media pop,0.02658937438339426
pop dance,classic hardstyle,0.006776430280553414
pop dance,british soul,0.013552860561106828
pop dance,nyc pop,0.0136877182165831
pop dance,slap house,0.1606546424152948
pop dance,piano rock,0.006984984452838905
pop dance,disco house,0.07683482898122795
pop dance,nu disco,0.028540865437091778
pop dance,filter house,0.028540865437091778
pop dance,chillstep,0.014428121844993536
pop dance,canadian electronic,0.02918231329049259
pop dance,australian dance,0.03733631239209401
pop dance,german techno,0.029869049913675227
pop dance,brazilian edm,0.052270837348931676
pop dance,swedish electropop,0.061213336778284
pop dance,scandipop,0.015303334194570972
pop dance,ninja,0.007651667097285486
edm,electropop,0.10911667758284538
edm,pop rap,0.0313523316836799
edm,electro house,0.6808596672460085
edm,tropical house,0.36474785525608944
edm,indie poptimism,0.044321318303442325
edm,pop edm,0.37940040532282704
edm,pop punk,0.0031886127522192664
edm,trap,0.0031886127522192664
edm,progressive house,0.38425830840405295
edm,post-teen pop,0.0356044858593042
edm,swedish pop,0.013061159211362416
edm,indie soul,0.009883726498405299
edm,house,0.2894057921071953
edm,vapor soul,0.04390570399587612
edm,underground hip hop,0.0039685351952816195
edm,alternative dance,0.011984191294360014
edm,electronic trap,0.30875437204110556
edm,future bass,0.183860774377817
edm,progressive trance,0.13420405749297282
edm,escape room,0.008418534443883297
edm,indie electropop,0.017287854065714536
edm,dance-punk,0.008677626681257822
edm,progressive electro house,0.44255896074414736
edm,vapor twitch,0.09147309756441313
edm,new rave,0.008925103521342126
edm,chillwave,0.0046383865673707
edm,deep house,0.06140552180372305
edm,metropopolis,0.009626962445725917
edm,uplifting trance,0.14026694467309841
edm,trance,0.16445090065121892
edm,uk pop,0.01458132938207446
edm,dubstep,0.16774024437377189
edm,la pop,0.005117785010666287
edm,indietronica,0.02047114004266526
edm,deep groove house,0.1440831805889835
edm,australian pop,0.02093122310727935
edm,screamo,0.005293302651087517
edm,bass house,0.10176300186452658
edm,rawstyle,0.01090845985941813
edm,electra,0.02195285199793806
edm,drum and bass,0.016568517877517563
edm,australian indie,0.011116258719036654
edm,jam band,0.005630787729103415
edm,tech house,0.034009212075908124
edm,gaming edm,0.19271886843014618
edm,bass trap,0.11983381524346925
edm,norwegian pop,0.017477046108406835
edm,uk dance,0.07573386646976288
edm,grime,0.005867146488488628
edm,liquid funk,0.017728527321376975
edm,euphoric hardstyle,0.012177251310959702
edm,brostep,0.28225639886244425
edm,deep tropical house,0.10684641514339477
edm,new french touch,0.031425416218645585
edm,traprun,0.032227896423007496
edm,big room,0.20625853710724784
edm,gaming dubstep,0.06619033923214956
edm,vocal house,0.08016048160562028
edm,sky room,0.11356068227462868
edm,downtempo,0.026971059565823574
edm,classic hardstyle,0.020621113769558996
edm,slap house,0.09919353522139873
edm,disco house,0.07793777767395615
edm,nu disco,0.028950563885576153
edm,filter house,0.050663486799758184
edm,chillstep,0.1463523466529204
edm,neon pop punk,0.007400304898842913
edm,canadian electronic,0.11840487838148606
edm,electro,0.007485860398913413
edm,australian dance,0.08331898901214374
edm,german techno,0.04544672127935112
edm,brazilian edm,0.015148907093117003
edm,swedish electropop,0.02328451577118995
edm,scandipop,0.007761505257063317
edm,ninja,0.007761505257063317
classical performance,classical,0.16950023289745264
classical performance,orchestral performance,0.2729234794236781
classical performance,compositional ambient,0.0079855751085387
classical performance,classical piano,0.22128545909765618
classical performance,orchestra,0.18691357001072106
classical performance,opera,0.203601965475405
classical performance,contemporary classical,0.004807192325245846
classical performance,choral,0.23664043168489568
classical performance,early music,0.11159396119606046
classical performance,classical soprano,0.11699385615584246
classical performance,violin,0.17835567145455067
classical performance,historically informed performance,0.22898970036716715
classical performance,classical tenor,0.01812597830999607
classical performance,classical cello,0.09062989154998025
classical performance,avant-garde,0.006086257045055832
classical performance,chamber orchestra,0.06323164377160706
classical performance,classical guitar,0.025917261623134125
classical performance,baroque ensemble,0.19278148293730646
classical performance,canadian contemporary r&b,0.0067674242282186325
classical performance,string quartet,0.10866142271245216
classical performance,classical bass,0.014641508141298054
classical performance,french classical piano,0.044890013924323346
classical performance,viola,0.03061473539513926
classical performance,early music ensemble,0.10715157388298735
classical performance,classical mezzo-soprano,0.053575786941493675
classical performance,classical baritone,0.030977052567574215
modern rock,indie folk,0.051682347280287644
modern rock,indie rock,0.37656357837830434
modern rock,electropop,0.07762033470944363
modern rock,pop rock,0.1666486039311207
modern rock,pop rap,0.005383370425070311
modern rock,stomp and holler,0.14179733403326256
modern rock,modern alternative rock,0.5096292269682549
modern rock,funk,0.005753900893791575
modern rock,indie pop,0.3004582087049501
modern rock,tropical house,0.003006203689964959
modern rock,indie poptimism,0.20699792546501017
modern rock,alternative rock,0.19261068414139992
modern rock,new americana,0.015681765369350176
modern rock,alternative r&b,0.00317318039931358
modern rock,pop punk,0.08541040796058508
modern rock,art rock,0.01656546629290645
modern rock,hard rock,0.0033202258680394836
modern rock,post-teen pop,0.026677043090343355
modern rock,alternative metal,0.0334922402444735
modern rock,blues rock,0.0336401095738198
modern rock,indie soul,0.003394182063255924
modern rock,art pop,0.024087004054613947
modern rock,roots rock,0.0034570426269362464
modern rock,freak folk,0.06678517211145396
modern rock,dance rock,0.010648412267063811
modern rock,electronica,0.02588742526019716
modern rock,vapor soul,0.07161911823005096
modern rock,neo mellow,0.04169599148148084
modern rock,hip pop,0.003801237352095699
modern rock,nu metal,0.020180494291420548
modern rock,modern blues rock,0.0968663725988188
modern rock,new wave,0.00820388989416676
modern rock,alternative dance,0.21400626689805546
modern rock,deep new americana,0.01242910170594691
modern rock,metalcore,0.008314014149083948
modern rock,alternative country,0.004229057622078702
modern rock,indie cafe pop,0.021370643904636943
modern rock,escape room,0.013009584366608595
modern rock,indiecoustica,0.026310981619533602
modern rock,indie electropop,0.008905263241273609
modern rock,dance-punk,0.2681994524445568
modern rock,new rave,0.22987351701098802
modern rock,shimmer pop,0.16759965426916856
modern rock,alternative hip hop,0.004757429919901357
modern rock,dream pop,0.03822896999496772
modern rock,chillwave,0.08601518248867734
modern rock,viral pop,0.004800098307019995
modern rock,folk-pop,0.0482186757202232
modern rock,permanent wave,0.08350406355396489
modern rock,metropopolis,0.059508115559397834
modern rock,indie anthem-folk,0.00996604868976303
modern rock,uk pop,0.005007391357404356
modern rock,swedish alternative rock,0.010114434748483503
modern rock,melodic hardcore,0.005108560998943967
modern rock,rap rock,0.020434243995775758
modern rock,la pop,0.021090054350985432
modern rock,indietronica,0.1634479212201374
modern rock,post-screamo,0.010602808578848544
modern rock,anthem emo,0.005330775175059976
modern rock,neo-psychedelic,0.021323100700240016
modern rock,post-grunge,0.026803198477137857
modern rock,nu gaze,0.07504895573598602
modern rock,modern hard rock,0.059301130182490724
modern rock,chamber pop,0.010906675483141948
modern rock,screamo,0.021813350966283895
modern rock,melancholia,0.005485322401413639
modern rock,indie punk,0.04440813781525188
modern rock,australian indie,0.01145234217906188
modern rock,jam band,0.005801026176273094
modern rock,emo,0.040877001373164856
modern rock,indie garage rock,0.035273374702189164
modern rock,bubblegrunge,0.011757791567396425
modern rock,chamber psych,0.05327122707913101
modern rock,post-hardcore,0.018005438463748136
modern rock,stoner rock,0.012176348556765304
modern rock,comic,0.006132776884031577
modern rock,alternative emo,0.0308918718300083
modern rock,britpop,0.12545412295480152
modern rock,shoegaze,0.012545412295480118
modern rock,la indie,0.10831541498574182
modern rock,stoner metal,0.00652883955619632
modern rock,brooklyn indie,0.06640451736078945
modern rock,canadian indie,0.07968542083294738
modern rock,anti-folk,0.040914903097926
modern rock,punk blues,0.09546810722849386
modern rock,pop emo,0.034410005792305576
modern rock,garage psych,0.06193801042614999
modern rock,pixie,0.03473311152684766
modern rock,bedroom pop,0.020839866916108618
modern rock,social media pop,0.013893244610739042
modern rock,swedish indie pop,0.013893244610739042
modern rock,banjo,0.00701309867461386
modern rock,garage rock,0.20025559115860236
modern rock,nyc pop,0.028607941594086084
modern rock,piano rock,0.036497322654611475
modern rock,modern folk rock,0.029197858123689135
modern rock,grunge,0.014912920447174627
modern rock,nu disco,0.014912920447174627
modern rock,filter house,0.007456460223587369
modern rock,noise pop,0.08202106245946073
modern rock,experimental pop,0.022616563651595034
modern rock,neon pop punk,0.038120210258241305
modern rock,australian dance,0.0078034558233199824
modern rock,rap metal,0.023410367469959836
modern rock,swedish electropop,0.007996162762589965
modern rock,baroque pop,0.0799616276259002
indie folk,indie rock,0.206091184153412
indie folk,electropop,0.005408744923917408
indie folk,pop rock,0.032589689899916396
indie folk,stomp and holler,0.5157741335079739
indie folk,country rock,0.04311697964033068
indie folk,modern alternative rock,0.011571330746867337
indie folk,funk,0.020347891505521076
indie folk,mellow gold,0.008894952701325898
indie folk,indie pop,0.17132729075019393
indie folk,indie poptimism,0.009227144603031756
indie folk,folk rock,0.02474054580789753
indie folk,alternative rock,0.047083521249999705
indie folk,new americana,0.44048258149365815
indie folk,soul,0.0032061493924853135
indie folk,folk,0.10622195309660265
indie folk,art rock,0.016737579654383383
